Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 222	Expression 151	Expression 154	Expression 271	Expression 544	Expression 568	qValue 222 vs 151	qValue 222 vs 154	qValue 222 vs 271	qValue 222 vs 544	qValue 222 vs 568	qValue 151 vs 154	qValue 151 vs 271	qValue 151 vs 544	qValue 151 vs 568	qValue 154 vs 271	qValue 154 vs 544	qValue 154 vs 568	qValue 271 vs 544	qValue 271 vs 568	qValue 544 vs 568
6125759	6125795	6128134	6128145	+	-	PA14_68710	hypothetical protein	41	52	45	37	45	31	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7632553388926048	1.0	1.0	1.0	1.0	1.0	1.0
	6128146	6128535		+	-	PA14_68720	hypothetical protein	27	38	30	23	27	18	1.0	1.0	1.0	1.0	0.3166861785315077	1.0	0.684058962384039	1.0	0.006078294718051492	1.0	1.0	0.20681607822768608	1.0	1.0	0.5884012500883147
6128743	6128743	6130326	6130337	+	gshA	PA14_68730	glutamate--cysteine ligase	71	75	69	60	71	67	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9644322707763724	1.0	1.0	1.0	1.0	1.0	1.0
6131865	6131667	6130369	6130338	-	argA	PA14_68740	N-acetylglutamate synthase	80	52	60	52	49	51	1.0	1.0	0.9692343887876842	1.0	0.8382131969919603	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6132004	6132004	6132705		+	-	PA14_68750	multiple drug resistance protein MarC	59	76	58	63	64	70	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6133842	6133832	6132678		-	argE	PA14_68770	acetylornithine deacetylase	141	144	144	134	155	145	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6135203	6135200	6133932	6133843	-	-	PA14_68780	phosphate transporter	83	54	95	54	51	70	1.0	1.0	0.9692343887876842	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6135924	6135924	6135247	6135204	-	-	PA14_68800	hypothetical protein	334	197	494	190	164	265	1.0	1.0	0.9876581352360437	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	0.631791426797883	0.5419705415045056	1.0	1.0	1.0	1.0
6135925	6136038	6137402	6137439	+	-	PA14_68810	hypothetical protein	67	50	62	56	58	56	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
6137440	6137440	6139224	6139224	+	-	PA14_68820	secretion pathway ATPase	151	154	174	197	178	195	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6139225	6139446	6139898	6140007	+	-	PA14_68830	hypothetical protein	62	60	80	87	68	82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6140010	6140030	6140359	6140359	+	-	PA14_68840	hypothetical protein	280	379	377	336	483	377	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6143270	6143270	6140394	6140360	-	gcvP1	PA14_68850	glycine dehydrogenase	108	105	112	155	104	155	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6143833	6143833	6143444	6143444	-	gcvH1	PA14_68860	glycine cleavage system protein H	100	152	91	87	95	86	1.0	1.0	1.0	1.0	1.0	0.9172729652201824	0.7299294373430455	1.0	0.2921012324130386	1.0	1.0	1.0	1.0	1.0	1.0
6145112	6144962	6143880	6143834	-	gcvT	PA14_68870	glycine cleavage system aminomethyltransferase T	134	134	164	145	124	98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9353860800913462	1.0	1.0	1.0	1.0	1.0	1.0
	6146732	6145113	6145113	-	-	PA14_68890	iron ABC transporter, permease	21	23	22	29	32	22	1.0	1.0	1.0	0.9969390778047605	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6147865	6147798	6146800	6146733	-	-	PA14_68900	iron ABC transporter substrate-binding protein	35	73	37	65	93	49	0.36675850734752286	1.0	0.4945559398088838	0.05844485042343693	1.0	0.502643606350825	1.0	1.0	0.6671502910770921	0.6568275058759004	0.056794705032714624	1.0	1.0	1.0	0.6425787445609634
6148780	6148780	6147866	6147866	-	-	PA14_68920	LysR family transcriptional regulator	21	17	20	19	20	21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6148781	6148877	6150070	6150108	+	-	PA14_68930	permease	31	18	27	26	25	28	0.9544370840615581	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.93361038342199	1.0	1.0	1.0	1.0	1.0	1.0
6150109	6150109	6150930	6150963	+	-	PA14_68940	hypothetical protein	225	44	57	178	144	264	8.073053553233651E-8	2.706522274761043E-5	1.0	1.0	1.0	1.0	4.167558659767557E-4	0.03277711261287418	1.918377360346561E-11	0.007075786443964049	0.09457076374017263	5.469174638359445E-8	1.0	1.0	1.0
6152191	6152184	6150967	6150964	-	-	PA14_68955	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	294	179	187	270	250	284	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6152699	6152695	6152213	6152200	-	-	PA14_68970	hypothetical protein	124	112	126	139	127	120	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6153884	6153884	6152700	6152700	-	ubiH	PA14_68980	2-octaprenyl-6-methoxyphenyl hydroxylase	445	385	444	441	434	402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6155226	6155226	6153892	6153885	-	pepP	PA14_69000	aminopeptidase	505	424	493	529	504	476	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6155790	6155790	6155236	6155227	-	-	PA14_69010	hypothetical protein	160	128	176	138	144	136	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
6155877	6155877	6156188		+	-	PA14_69020	hypothetical protein	91	73	96	68	106	91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6156185	6156499	6156720	+	-	PA14_69030	hypothetical protein	202	229	209	178	248	202	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
6156721	6156721	6157332	6157339	+	-	PA14_69040	5-formyltetrahydrofolate cyclo-ligase	91	91	110	84	94	88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6157385	6157699	6158157	6158157	+	-	PA14_69050	hypothetical protein	383	380	511	340	370	366	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6159291	6159291	6158167	6158158	-	-	PA14_69060	ABC transporter permease	331	350	446	353	381	373	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6162045	6159295	6159292	-	-	PA14_69070	ABC transporter ATP-binding protein/permease	368	376	475	270	280	358	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6163116	6163115	6162042		-	-	PA14_69090	hypothetical protein	1054	871	1366	547	427	964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6163741	6163741	6163322	6163309	-	-	PA14_69100	flagellar basal body-associated protein FliL-like protein	93	113	121	100	82	102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6163742	6163896	6164873	6164910	+	-	PA14_69110	oxidoreductase	37	40	43	42	38	41	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6165123	6165123	6166469	6166469	+	glpT	PA14_69130	sn-glycerol-3-phosphate transporter	46	48	47	54	52	49	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6167474	6166506	6166470	-	-	PA14_69140	CDP-6-deoxy-delta-3,4-glucoseen reductase	214	203	198	214	208	180	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
6168940	6168940	6167474		-	-	PA14_69150	hypothetical protein	156	160	153	163	159	143	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6171007	6171007	6169019		-	-	PA14_69170	O-antigen acetylase	17	18	20	25	17	18	1.0	1.0	0.9943974012020841	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6172337	6172337	6171078	6171078	-	rho	PA14_69190	transcription termination factor Rho	112	71	104	69	74	80	1.0	1.0	0.9714893286801837	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
6172908	6172908	6172582	6172564	-	trxA	PA14_69200	thioredoxin	1192	1011	935	650	800	827	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6172909	6173092	6174612		+	ppx	PA14_69220	exopolyphosphatase	166	168	185	182	152	163	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6176809	6176809	6174599		-	ppk	PA14_69230	polyphosphate kinase	396	456	393	458	433	442	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6177870	6177840	6176827	6176819	-	hemB	PA14_69240	delta-aminolevulinic acid dehydratase	451	474	528	429	473	448	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6178082	6178084	6178674	6178705	+	-	PA14_69250	hypothetical protein	30	21	35	31	25	34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8428780622311963	1.0	1.0	1.0	1.0	1.0	1.0
6178836	6178839	6179507	6179507	+	-	PA14_69260	isoprenoid biosynthesis protein with amidotransferase-like domain	93	112	82	61	80	75	1.0	1.0	0.9722054366954658	1.0	1.0	1.0	0.7300567861436561	1.0	0.6923955515306333	1.0	1.0	1.0	1.0	1.0	1.0
6179508	6179603	6180076		+	-	PA14_69270	hypothetical protein	53	56	46	39	47	48	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9606116624846737	1.0	1.0	1.0	1.0	1.0	1.0
6180543	6180543	6180061		-	-	PA14_69280	hypothetical protein	203	164	202	164	151	157	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6182511	6182511	6180610	6180595	-	-	PA14_69300	hypothetical protein	56	57	66	67	57	53	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
6183270	6183245	6182616	6182616	-	-	PA14_69310	LysE family efflux protein	70	44	81	49	53	55	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	0.9555263621396635	1.0	1.0	1.0
6184233	6184233	6183475	6183475	-	-	PA14_69320	integral membrane transport protein	144	133	147	129	138	138	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6184818	6184240	6184234	-	-	PA14_69330	hypothetical protein	121	92	112	123	108	93	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6186734	6186734	6184818		-	-	PA14_69340	ABC transporter ATP-binding protein	91	73	85	83	66	69	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9867598511360286	1.0	1.0	1.0	1.0	1.0	1.0
6186737	6186780	6187259		+	-	PA14_69350	hypothetical protein	326	306	338	272	327	321	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6188314	6188314	6187256		-	algP	PA14_69370	alginate regulatory protein AlgP	1347	1562	1203	1174	1347	1225	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6188315	6188440	6189069	6189130	+	-	PA14_69380	peptidyl-prolyl cis-trans isomerase, FkbP-type	27	24	30	25	24	24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6189867	6189613	6189131	6189131	-	algQ	PA14_69390	anti-RNA polymerase sigma 70 factor	350	339	330	360	288	413	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941693830296895	1.0	1.0	1.0	1.0	1.0	1.0
6190405	6190384	6189893	6189893	-	dsbH	PA14_69400	disulfide bond formation protein	38	41	45	47	42	42	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6191802	6190564	6190492	-	-	PA14_69420	enzyme of heme biosynthesis	461	429	436	498	467	478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6192929	6192929	6191799		-	-	PA14_69430	hypothetical protein	265	234	262	250	252	253	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6193711	6192956	6192930	-	hemD	PA14_69440	uroporphyrinogen-III synthase	229	174	252	205	202	209	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
6194650	6194649	6193708		-	hemC	PA14_69450	porphobilinogen deaminase	180	155	184	150	162	163	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6195508	6195504	6194758	6194737	-	algR	PA14_69470	alginate biosynthesis regulatory protein AlgR	609	585	614	638	513	661	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6196585	6196585	6195509	6195509	-	algZ	PA14_69480	alginate biosynthesis protein AlgZ/FimS	201	213	219	234	187	207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6196798	6196810	6198204	6198334	+	argH	PA14_69500	argininosuccinate lyase	149	132	159	161	141	149	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6199408	6199408	6198335	6198335	-	-	PA14_69510	hypothetical protein	100	87	93	101	119	109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6202985	6199461	6199409	-	-	PA14_69520	hypothetical protein	51	48	53	48	41	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6203863	6202982		-	-	PA14_69540	hypothetical protein	12	10	11	12	11	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6205895	6203853		-	-	PA14_69550	hypothetical protein	15	10	12	14	10	13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6206902	6206610	6206092	6206092	-	hcpB	PA14_69560	secreted protein Hcp	46	25	21	26	32	30	0.4905133269105977	0.079648661843888	0.3202859923300676	1.0	0.6480538183597291	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6207905	6207883	6206903	6206903	-	corA	PA14_69570	magnesium/cobalt transport protein	38	39	40	38	39	34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6207965	6207985	6208260	6208278	+	-	PA14_69580	hypothetical protein	156	166	157	107	141	119	1.0	1.0	0.9876581352360437	1.0	1.0	1.0	0.9851553575636411	1.0	0.7670878717379973	1.0	1.0	1.0	1.0	1.0	1.0
6208279	6208279	6209160	6209197	+	-	PA14_69590	ABC-type amino acid transporter	69	59	65	46	62	55	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6209203	6209203	6209436	6209543	+	-	PA14_69600	hypothetical protein	128	208	121	137	168	150	0.8791019156263427	1.0	1.0	1.0	1.0	0.8307801915738663	1.0	1.0	0.7465480058858726	1.0	1.0	1.0	1.0	1.0	1.0
6209585	6209585	6212437	6212437	+	cyaA	PA14_69610	adenylate cyclase	65	71	64	67	79	71	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6212438	6212478	6213176	6213214	+	-	PA14_69620	hypothetical protein	49	50	46	44	54	45	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
6213640	6213624	6213220	6213215	-	rnk	PA14_69630	nucleoside diphosphate kinase regulator	123	107	130	113	114	116	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9962017771681277	1.0	1.0	1.0	1.0	1.0	1.0
6214295	6214282	6213947	6213776	-	cyaY	PA14_69640	frataxin-like protein	108	112	68	133	222	172	1.0	0.9819114770135013	1.0	0.39274609021414625	0.9639790158944372	0.8388337533244851	1.0	1.0	0.9306629108724813	0.30306802365206975	1.1602818739805395E-4	0.01163043667964355	1.0	1.0	1.0
6214536	6214536	6214676	6214681	+	lppL	PA14_69660	lipopeptide LppL	38	51	49	43	46	43	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9480352493898584	1.0	1.0	1.0	1.0	1.0	1.0
6214682	6214687	6215934	6215944	+	lysA	PA14_69670	diaminopimelate decarboxylase	159	149	146	147	140	143	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6215945	6215945	6216775	6216805	+	dapF	PA14_69690	diaminopimelate epimerase	154	159	137	147	139	135	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9644322707763724	1.0	1.0	1.0	1.0	1.0	1.0
6216806	6216806	6217507	6217507	+	-	PA14_69700	hypothetical protein	199	177	194	193	217	198	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
6217508	6217527	6218438		+	xerC	PA14_69710	site-specific tyrosine recombinase XerC	82	69	67	64	75	70	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6218435	6219133	6219163	+	-	PA14_69720	hydrolase	61	65	54	62	68	56	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	6220333	6219164		-	-	PA14_69740	MFS transporter	9	7	8	9	9	7	1.0	1.0	1.0	1.0	0.967085516836914	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6220496	6220496	6221872	6221872	+	-	PA14_69750	transcriptional regulator	67	62	72	70	64	73	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6222811	6221897		-	-	PA14_69760	fimbrial protein	5	5	9	8	8	8	1.0	1.0	1.0	1.0	1.0	0.9372326367704448	1.0	1.0	0.9110944023132469	1.0	1.0	1.0	1.0	1.0	1.0
6223565	6223565	6223248	6223232	-	-	PA14_69770	hypothetical protein	238	273	269	268	168	180	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7167826292556453	1.0	1.0	0.9983371235783788	1.0	1.0	1.0
6224084	6224068	6223643	6223643	-	-	PA14_69780	hypothetical protein	70	69	86	73	50	46	1.0	1.0	1.0	1.0	0.7011940728090522	1.0	1.0	1.0	0.5339859150758469	1.0	1.0	0.2618117092624195	1.0	0.8831617067455837	1.0
6225672	6225657	6224329	6224329	-	amtB	PA14_69795	ammonium transporter	72	71	67	72	75	77	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9972503509982843	1.0	1.0	1.0	1.0	1.0	1.0
6226071	6226035	6225697	6225680	-	glnK	PA14_69810	nitrogen regulatory protein P-II 2	2683	2552	2942	3152	3073	3289	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6226475	6226475	6226735	6226756	+	-	PA14_69820	hypothetical protein	47	44	45	34	33	34	1.0	1.0	0.7918195693473276	1.0	0.7425284771910928	1.0	1.0	1.0	0.8428780622311963	1.0	1.0	1.0	1.0	1.0	1.0
6226776	6226776	6228269	6228269	+	-	PA14_69840	magnesium chelatase	35	33	33	32	35	30	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6228270	6228394	6230379	6230421	+	-	PA14_69850	choline transporter	62	69	58	63	71	62	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9840556924105633	1.0	1.0	1.0	1.0	1.0	1.0
6231621	6231471	6230422	6230422	-	pchP	PA14_69870	phosphorylcholine phosphatase	34	38	35	36	34	32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9632190801148409	1.0	1.0	1.0	1.0	1.0	1.0
	6232539	6231622		-	-	PA14_69880	LysR family transcriptional regulator	9	12	12	11	10	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
6232688	6232688	6234154		+	-	PA14_69890	multidrug efflux protein NorA	24	37	29	36	35	27	1.0	1.0	0.9506189352044233	1.0	1.0	1.0	1.0	1.0	0.7980420480470243	1.0	1.0	1.0	1.0	1.0	1.0
6235742	6235742	6234066		-	-	PA14_69900	hypothetical protein	100	140	110	130	126	112	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
6235743	6235930	6237939	6237939	+	rep	PA14_69910	ATP-dependent DNA helicase Rep	33	28	35	30	27	24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9480352493898584	1.0	1.0	1.0	1.0	1.0	1.0
6238063	6238073	6239791	6239954	+	poxB	PA14_69925	pyruvate dehydrogenase (cytochrome)	30	24	27	26	27	27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9962017771681277	1.0	1.0	1.0	1.0	1.0	1.0
6239955	6239955	6240527	6240534	+	xpt	PA14_69940	xanthine phosphoribosyltransferase	73	81	88	95	77	88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9972503509982843	1.0	1.0	1.0	1.0	1.0	1.0
6242464	6242394	6240535	6240535	-	-	PA14_69950	hypothetical protein	52	52	52	64	61	55	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
6243071	6243014	6242604	6242575	-	cycB	PA14_69970	cytochrome c5	1779	1412	1800	1403	1375	1042	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6243833	6243784	6243236	6243077	-	-	PA14_69980	transcriptional regulator	254	261	251	315	236	267	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6245075	6245008	6243935	6243898	-	dadX	PA14_69990	alanine racemase	159	136	150	130	140	131	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
	6245452	6245099	6245098	-	-	PA14_70010	hypothetical protein	195	247	189	178	211	169	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7670878717379973	1.0	1.0	1.0	1.0	1.0	1.0
6246730	6246725	6245427		-	dadA	PA14_70040	D-amino acid dehydrogenase small subunit	279	293	268	307	315	238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6247438	6247426	6247082	6246946	-	-	PA14_70050	hypothetical protein	154	181	124	144	133	161	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9863131796435706	1.0	1.0	1.0	1.0	1.0	1.0
6247650	6247630	6247439	6247439	-	-	PA14_70060	lipoprotein	143	155	128	132	150	155	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6250237	6250215	6247651	6247651	-	-	PA14_70070	hypothetical protein	119	95	115	123	97	99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6250354	6250369	6250857	6250935	+	lrp	PA14_70080	leucine-responsive regulatory protein	68	74	69	71	80	78	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	6251036	6252355	6252355	+	-	PA14_70100	oxidoreductase	23	22	23	24	18	19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
6252356	6252441	6254030	6254033	+	-	PA14_70110	cardiolipin synthase	29	29	31	38	24	28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6255217	6255197	6254034	6254034	-	-	PA14_70120	MFS transporter	24	26	25	31	23	25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6256837	6256837	6255344	6255308	-	-	PA14_70140	aldehyde dehydrogenase	180	186	143	164	152	176	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
6257063	6257067	6258401	6258466	+	-	PA14_70160	omega amino acid--pyruvate transaminase	45	37	38	49	34	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9840556924105633	1.0	1.0	1.0	1.0	1.0	1.0
	6258467	6258829		+	-	PA14_70170	hypothetical protein	22	26	20	26	22	36	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9834253307766861	1.0	1.0	0.17453315815030115	1.0	1.0	1.0
